 52.490, 50.488, 17.737
x,y,z
 0.277, -0.970, 0.074
 2.380, -0.488, 0.000
 52.490, 50.488, 17.737
x,y,z
 0.277, -0.970, 0.074
 2.380, -0.488, 0.000
 52.490, 50.488, 17.737
x,y,z
 0.274, -0.970, 0.076
 2.136, -0.366, 0.000
 52.490, 50.488, 17.737
x,y,z
 0.274, -0.970, 0.076
 2.136, -0.366, 0.000
 52.490, 50.488, 17.737
x,y,z
 0.278, -0.970, 0.080
 1.892, -0.122, 0.244
 52.490, 50.488, 17.737
x,y,z
 0.278, -0.970, 0.080
 1.892, -0.122, 0.244
 52.673, 51.013, 17.834
x,y,z
 0.276, -0.971, 0.080
 1.526, -0.061, 0.305
 52.673, 51.013, 17.834
x,y,z
 0.276, -0.971, 0.080
 1.526, -0.061, 0.305
 52.673, 51.013, 17.834
x,y,z
 0.276, -0.971, 0.080
 1.343, 0.122, 0.366
 52.673, 51.013, 17.834
x,y,z
 0.273, -0.970, 0.079
 1.343, 0.122, 0.366
 52.673, 51.013, 17.834
x,y,z
 0.273, -0.970, 0.079
 1.343, 0.122, 0.366
 52.673, 51.013, 17.834
x,y,z
 0.273, -0.971, 0.081
 1.221, 0.427, 0.793
 52.673, 51.013, 17.834
x,y,z
 0.273, -0.971, 0.081
 1.221, 0.427, 0.793
 52.673, 51.013, 17.834
x,y,z
 0.273, -0.971, 0.086
 1.526, 0.610, 0.916
 52.673, 51.013, 17.834
x,y,z
 0.273, -0.971, 0.086
 1.526, 0.610, 0.916
 52.673, 51.013, 17.834
x,y,z
 0.274, -0.970, 0.082
 1.587, 0.793, 1.221
 52.673, 51.013, 17.834
x,y,z
 0.274, -0.970, 0.082
 1.587, 0.793, 1.221
 52.673, 51.013, 17.834
x,y,z
 0.274, -0.970, 0.082
 1.709, 0.854, 1.465
 52.673, 51.013, 17.834
x,y,z
 0.276, -0.970, 0.085
 1.709, 0.854, 1.465
 52.588, 50.708, 17.676
x,y,z
 0.276, -0.970, 0.085
 1.709, 0.854, 1.465
 52.588, 50.708, 17.676
x,y,z
 0.273, -0.971, 0.086
 1.770, 0.671, 1.526
 52.588, 50.708, 17.676
x,y,z
 0.273, -0.971, 0.086
 1.770, 0.671, 1.526
 52.588, 50.708, 17.676
x,y,z
 0.277, -0.973, 0.083
 1.953, 0.732, 1.709
 52.588, 50.708, 17.676
x,y,z
 0.277, -0.973, 0.083
 1.953, 0.732, 1.709
 52.588, 50.708, 17.676
x,y,z
 0.276, -0.973, 0.083
 2.075, 0.732, 1.709
 52.588, 50.708, 17.676
x,y,z
 0.276, -0.973, 0.083
 2.075, 0.732, 1.709
 52.588, 50.708, 17.676
x,y,z
 0.276, -0.973, 0.083
 2.014, 0.671, 1.770
 52.588, 50.708, 17.676
x,y,z
 0.279, -0.972, 0.081
 2.014, 0.671, 1.770
 52.588, 50.708, 17.676
x,y,z
 0.279, -0.972, 0.081
 2.014, 0.671, 1.770
 52.588, 50.708, 17.676
x,y,z
 0.280, -0.972, 0.080
 2.136, 0.549, 1.831
 52.588, 50.708, 17.676
x,y,z
 0.280, -0.972, 0.080
 2.136, 0.549, 1.831
 52.588, 50.708, 17.676
x,y,z
 0.277, -0.971, 0.081
 2.014, 0.488, 1.770
 51.904, 50.562, 18.054
x,y,z
 0.277, -0.971, 0.081
 2.014, 0.488, 1.770
 51.904, 50.562, 18.054
x,y,z
 0.280, -0.970, 0.078
 1.831, 0.549, 1.587
 51.904, 50.562, 18.054
x,y,z
 0.280, -0.970, 0.078
 1.831, 0.549, 1.587
 51.904, 50.562, 18.054
x,y,z
 0.280, -0.970, 0.078
 1.831, 0.549, 1.587
 51.904, 50.562, 18.054
x,y,z
 0.279, -0.972, 0.080
 1.892, 0.427, 1.465
 51.904, 50.562, 18.054
x,y,z
 0.279, -0.972, 0.080
 1.892, 0.427, 1.465
 51.904, 50.562, 18.054
x,y,z
 0.276, -0.971, 0.080
 2.014, 0.427, 1.465
 51.904, 50.562, 18.054
x,y,z
 0.276, -0.971, 0.080
 2.014, 0.427, 1.465
 51.904, 50.562, 18.054
x,y,z
 0.276, -0.970, 0.079
 1.892, 0.610, 1.465
 51.904, 50.562, 18.054
x,y,z
 0.276, -0.970, 0.079
 1.892, 0.610, 1.465
 51.904, 50.562, 18.054
x,y,z
 0.276, -0.971, 0.081
 1.953, 0.854, 1.709
 51.904, 50.562, 18.054
x,y,z
 0.276, -0.971, 0.081
 1.953, 0.854, 1.709
 51.904, 50.562, 18.054
x,y,z
 0.276, -0.971, 0.081
 1.953, 0.854, 1.709
 52.563, 50.269, 17.542
x,y,z
 0.277, -0.970, 0.079
 2.075, 1.038, 1.953
 52.563, 50.269, 17.542
x,y,z
 0.277, -0.970, 0.079
 2.075, 1.038, 1.953
 52.563, 50.269, 17.542
x,y,z
 0.275, -0.969, 0.081
 2.136, 1.221, 2.136
 52.563, 50.269, 17.542
x,y,z
 0.275, -0.969, 0.081
 2.136, 1.221, 2.136
 52.563, 50.269, 17.542
x,y,z
 0.277, -0.970, 0.081
 2.258, 1.160, 2.625
 52.563, 50.269, 17.542
x,y,z
 0.277, -0.970, 0.081
 2.258, 1.160, 2.625
 52.563, 50.269, 17.542
x,y,z
 0.272, -0.969, 0.080
 2.625, 1.221, 2.991
 52.563, 50.269, 17.542
x,y,z
 0.272, -0.969, 0.080
 2.625, 1.221, 2.991
 52.563, 50.269, 17.542
x,y,z
 0.272, -0.969, 0.080
 2.625, 1.221, 2.991
 52.563, 50.269, 17.542
x,y,z
 0.276, -0.970, 0.084
 2.869, 1.343, 3.235
 52.563, 50.269, 17.542
x,y,z
 0.276, -0.970, 0.084
 2.869, 1.343, 3.235
 52.563, 50.269, 17.542
x,y,z
 0.280, -0.971, 0.081
 2.930, 1.404, 3.540
 52.563, 50.269, 17.542
x,y,z
 0.280, -0.971, 0.081
 2.930, 1.404, 3.540
 52.405, 50.378, 18.518
x,y,z
 0.280, -0.973, 0.079
 2.991, 1.465, 3.784
 52.405, 50.378, 18.518
x,y,z
 0.280, -0.973, 0.079
 2.991, 1.465, 3.784
 52.405, 50.378, 18.518
x,y,z
 0.280, -0.973, 0.079
 2.930, 1.343, 3.967
 52.405, 50.378, 18.518
x,y,z
 0.283, -0.971, 0.076
 2.930, 1.343, 3.967
 52.405, 50.378, 18.518
x,y,z
 0.283, -0.971, 0.076
 2.930, 1.343, 3.967
 52.405, 50.378, 18.518
x,y,z
 0.284, -0.972, 0.073
 2.991, 1.221, 3.906
 52.405, 50.378, 18.518
x,y,z
 0.284, -0.972, 0.073
 2.991, 1.221, 3.906
 52.405, 50.378, 18.518
x,y,z
 0.285, -0.971, 0.075
 2.808, 1.099, 3.784
 52.405, 50.378, 18.518
x,y,z
 0.285, -0.971, 0.075
 2.808, 1.099, 3.784
 52.405, 50.378, 18.518
x,y,z
 0.284, -0.970, 0.076
 2.869, 1.038, 3.540
 52.405, 50.378, 18.518
x,y,z
 0.284, -0.970, 0.076
 2.869, 1.038, 3.540
 52.405, 50.378, 18.518
x,y,z
 0.284, -0.970, 0.076
 2.747, 0.977, 3.357
 52.405, 50.378, 18.518
x,y,z
 0.285, -0.970, 0.074
 2.747, 0.977, 3.357
 52.722, 50.330, 17.847
x,y,z
 0.285, -0.970, 0.074
 2.747, 0.977, 3.357
 52.722, 50.330, 17.847
x,y,z
 0.286, -0.970, 0.075
 2.686, 0.854, 3.174
 52.722, 50.330, 17.847
x,y,z
 0.286, -0.970, 0.075
 2.686, 0.854, 3.174
 52.722, 50.330, 17.847
x,y,z
 0.284, -0.969, 0.075
 2.502, 0.732, 3.052
 52.722, 50.330, 17.847
x,y,z
 0.284, -0.969, 0.075
 2.502, 0.732, 3.052
 52.722, 50.330, 17.847
x,y,z
 0.286, -0.969, 0.074
 2.502, 0.854, 2.930
 52.722, 50.330, 17.847
x,y,z
 0.286, -0.969, 0.074
 2.502, 0.854, 2.930
 52.722, 50.330, 17.847
x,y,z
 0.286, -0.969, 0.074
 2.502, 0.854, 3.052
 52.722, 50.330, 17.847
x,y,z
 0.286, -0.969, 0.074
 2.502, 0.854, 3.052
 52.722, 50.330, 17.847
x,y,z
 0.286, -0.969, 0.074
 2.502, 0.854, 3.052
 52.722, 50.330, 17.847
x,y,z
 0.287, -0.971, 0.074
 2.563, 0.793, 2.991
 52.722, 50.330, 17.847
x,y,z
 0.287, -0.971, 0.074
 2.563, 0.793, 2.991
 52.722, 50.330, 17.847
x,y,z
 0.287, -0.970, 0.073
 2.625, 0.671, 2.930
 52.344, 50.305, 18.091
x,y,z
 0.287, -0.970, 0.073
 2.625, 0.671, 2.930
 52.344, 50.305, 18.091
x,y,z
 0.287, -0.970, 0.073
 2.686, 0.549, 2.808
 52.344, 50.305, 18.091
x,y,z
 0.287, -0.970, 0.073
 2.686, 0.549, 2.808
 52.344, 50.305, 18.091
x,y,z
 0.287, -0.970, 0.073
 2.441, 0.549, 2.502
 52.344, 50.305, 18.091
x,y,z
 0.289, -0.970, 0.074
 2.441, 0.549, 2.502
 52.344, 50.305, 18.091
x,y,z
 0.289, -0.970, 0.074
 2.441, 0.549, 2.502
 52.344, 50.305, 18.091
x,y,z
 0.291, -0.969, 0.070
 2.441, 0.366, 2.319
 52.344, 50.305, 18.091
x,y,z
 0.291, -0.969, 0.070
 2.441, 0.366, 2.319
 52.344, 50.305, 18.091
x,y,z
 0.290, -0.969, 0.070
 2.136, 0.122, 2.136
 52.344, 50.305, 18.091
x,y,z
 0.290, -0.969, 0.070
 2.136, 0.122, 2.136
 52.344, 50.305, 18.091
x,y,z
 0.292, -0.969, 0.070
 2.197, 0.122, 1.648
 52.344, 50.305, 18.091
x,y,z
 0.292, -0.969, 0.070
 2.197, 0.122, 1.648
 52.344, 50.305, 18.091
x,y,z
 0.292, -0.969, 0.070
 2.075, -0.061, 1.404
 52.344, 50.305, 18.091
x,y,z
 0.291, -0.971, 0.071
 2.075, -0.061, 1.404
 52.771, 50.439, 18.005
x,y,z
 0.291, -0.971, 0.071
 2.075, -0.061, 1.404
 52.771, 50.439, 18.005
x,y,z
 0.290, -0.969, 0.067
 1.892, -0.366, 0.916
 52.771, 50.439, 18.005
x,y,z
 0.290, -0.969, 0.067
 1.892, -0.366, 0.916
 52.771, 50.439, 18.005
x,y,z
 0.285, -0.969, 0.072
 1.709, -0.488, 0.854
 52.771, 50.439, 18.005
x,y,z
 0.285, -0.969, 0.072
 1.709, -0.488, 0.854
 52.771, 50.439, 18.005
x,y,z
 0.286, -0.969, 0.070
 1.709, -0.366, 0.732
 52.771, 50.439, 18.005
x,y,z
 0.286, -0.969, 0.070
 1.709, -0.366, 0.732
 52.771, 50.439, 18.005
x,y,z
 0.286, -0.969, 0.070
 1.587, -0.305, 0.916
 52.771, 50.439, 18.005
x,y,z
 0.286, -0.969, 0.071
 1.587, -0.305, 0.916
 52.771, 50.439, 18.005
x,y,z
 0.286, -0.969, 0.071
 1.587, -0.305, 0.916
 52.771, 50.439, 18.005
x,y,z
 0.286, -0.969, 0.074
 1.587, -0.305, 0.854
 52.771, 50.439, 18.005
x,y,z
 0.286, -0.969, 0.074
 1.587, -0.305, 0.854
 52.771, 50.439, 18.005
x,y,z
 0.287, -0.969, 0.073
 1.465, -0.305, 0.916
 53.040, 50.232, 17.517
x,y,z
 0.287, -0.969, 0.073
 1.465, -0.305, 0.916
 53.040, 50.232, 17.517
x,y,z
 0.287, -0.970, 0.075
 1.343, -0.366, 0.977
 53.040, 50.232, 17.517
x,y,z
 0.287, -0.970, 0.075
 1.343, -0.366, 0.977
 53.040, 50.232, 17.517
x,y,z
 0.287, -0.970, 0.075
 1.343, -0.366, 0.977
 53.040, 50.232, 17.517
x,y,z
 0.287, -0.970, 0.073
 1.465, -0.366, 0.854
 53.040, 50.232, 17.517
x,y,z
 0.287, -0.970, 0.073
 1.465, -0.366, 0.854
 53.040, 50.232, 17.517
x,y,z
 0.288, -0.970, 0.070
 1.526, -0.366, 0.977
 53.040, 50.232, 17.517
x,y,z
 0.288, -0.970, 0.070
 1.526, -0.366, 0.977
 53.040, 50.232, 17.517
x,y,z
 0.287, -0.970, 0.069
 1.404, -0.610, 1.038
 53.040, 50.232, 17.517
x,y,z
 0.287, -0.970, 0.069
 1.404, -0.610, 1.038
 53.040, 50.232, 17.517
x,y,z
 0.286, -0.970, 0.068
 1.099, -0.427, 0.854
 53.040, 50.232, 17.517
x,y,z
 0.286, -0.970, 0.068
 1.099, -0.427, 0.854
 53.040, 50.232, 17.517
x,y,z
 0.286, -0.970, 0.068
 1.099, -0.427, 0.854
 52.588, 49.414, 18.311
x,y,z
 0.287, -0.972, 0.068
 1.099, -0.305, 0.793
 52.588, 49.414, 18.311
x,y,z
 0.287, -0.972, 0.068
 1.099, -0.305, 0.793
 52.588, 49.414, 18.311
x,y,z
 0.286, -0.969, 0.069
 0.854, -0.122, 0.732
 52.588, 49.414, 18.311
x,y,z
 0.286, -0.969, 0.069
 0.854, -0.122, 0.732
 52.588, 49.414, 18.311
x,y,z
 0.286, -0.970, 0.069
 0.793, 0.000, 0.916
 52.588, 49.414, 18.311
x,y,z
 0.286, -0.970, 0.069
 0.793, 0.000, 0.916
 52.588, 49.414, 18.311
x,y,z
 0.286, -0.970, 0.069
 0.671, 0.000, 0.977
 52.588, 49.414, 18.311
x,y,z
 0.286, -0.969, 0.071
 0.671, 0.000, 0.977
 52.588, 49.414, 18.311
x,y,z
 0.286, -0.969, 0.071
 0.671, 0.000, 0.977
 52.588, 49.414, 18.311
x,y,z
 0.286, -0.969, 0.073
 0.610, 0.244, 0.977
 52.588, 49.414, 18.311
x,y,z
 0.286, -0.969, 0.073
 0.610, 0.244, 0.977
 52.588, 49.414, 18.311
x,y,z
 0.286, -0.969, 0.072
 0.732, 0.183, 0.977
 52.588, 49.414, 18.311
x,y,z
 0.286, -0.969, 0.072
 0.732, 0.183, 0.977
 52.649, 49.231, 18.481
x,y,z
 0.286, -0.969, 0.072
 0.671, 0.061, 1.038
 52.649, 49.231, 18.481
x,y,z
 0.286, -0.970, 0.071
 0.671, 0.061, 1.038
 52.649, 49.231, 18.481
x,y,z
 0.286, -0.970, 0.071
 0.671, 0.061, 1.038
 52.649, 49.231, 18.481
x,y,z
 0.286, -0.968, 0.072
 0.427, 0.183, 1.282
 52.649, 49.231, 18.481
x,y,z
 0.286, -0.968, 0.072
 0.427, 0.183, 1.282
 52.649, 49.231, 18.481
x,y,z
 0.287, -0.969, 0.073
 0.793, 0.427, 1.160
 52.649, 49.231, 18.481
x,y,z
 0.287, -0.969, 0.073
 0.793, 0.427, 1.160
 52.649, 49.231, 18.481
x,y,z
 0.287, -0.969, 0.073
 0.610, 0.366, 1.160
 52.649, 49.231, 18.481
x,y,z
 0.287, -0.969, 0.073
 0.610, 0.366, 1.160
 52.649, 49.231, 18.481
x,y,z
 0.287, -0.969, 0.073
 0.732, 0.488, 1.221
 52.649, 49.231, 18.481
x,y,z
 0.287, -0.969, 0.075
 0.732, 0.488, 1.221
 52.649, 49.231, 18.481
x,y,z
 0.287, -0.969, 0.075
 0.732, 0.488, 1.221
 52.649, 49.231, 18.481
x,y,z
 0.287, -0.970, 0.076
 1.038, 0.549, 1.404
 52.783, 49.768, 18.970
x,y,z
 0.287, -0.970, 0.076
 1.038, 0.549, 1.404
 52.783, 49.768, 18.970
x,y,z
 0.288, -0.968, 0.074
 0.854, 0.427, 1.282
 52.783, 49.768, 18.970
x,y,z
 0.288, -0.968, 0.074
 0.854, 0.427, 1.282
 52.783, 49.768, 18.970
x,y,z
 0.290, -0.969, 0.071
 0.793, 0.183, 1.221
 52.783, 49.768, 18.970
x,y,z
 0.290, -0.969, 0.071
 0.793, 0.183, 1.221
 52.783, 49.768, 18.970
x,y,z
 0.290, -0.969, 0.071
 0.793, 0.183, 1.221
 52.783, 49.768, 18.970
x,y,z
 0.289, -0.968, 0.072
 0.854, 0.183, 1.282
 52.783, 49.768, 18.970
x,y,z
 0.289, -0.968, 0.072
 0.854, 0.183, 1.282
 52.783, 49.768, 18.970
x,y,z
 0.288, -0.970, 0.072
 0.854, 0.244, 1.099
 52.783, 49.768, 18.970
x,y,z
 0.288, -0.970, 0.072
 0.854, 0.244, 1.099
 52.783, 49.768, 18.970
x,y,z
 0.287, -0.968, 0.071
 0.916, 0.122, 1.160
 52.783, 49.768, 18.970
x,y,z
 0.287, -0.968, 0.071
 0.916, 0.122, 1.160
 52.783, 49.768, 18.970
x,y,z
 0.287, -0.968, 0.071
 0.916, 0.122, 1.221
 52.783, 49.768, 18.970
x,y,z
 0.287, -0.969, 0.072
 0.916, 0.122, 1.221
 52.808, 50.049, 18.250
x,y,z
 0.287, -0.969, 0.072
 0.916, 0.122, 1.221
 52.808, 50.049, 18.250
x,y,z
 0.289, -0.969, 0.073
 0.671, 0.122, 0.854
 52.808, 50.049, 18.250
x,y,z
 0.289, -0.969, 0.073
 0.671, 0.122, 0.854
 52.808, 50.049, 18.250
x,y,z
 0.289, -0.969, 0.072
 0.610, 0.122, 0.793
 52.808, 50.049, 18.250
x,y,z
 0.289, -0.969, 0.072
 0.610, 0.122, 0.793
 52.808, 50.049, 18.250
x,y,z
 0.289, -0.968, 0.072
 0.610, 0.122, 0.793
 52.808, 50.049, 18.250
x,y,z
 0.289, -0.968, 0.072
 0.610, 0.122, 0.793
