 0.732, 0.122, 0.854
 54.797, 50.391, 10.559
x,y,z
 0.349, -0.949, 0.063
 0.732, 0.122, 0.854
 54.797, 50.391, 10.559
x,y,z
 0.349, -0.949, 0.063
 0.732, 0.122, 0.854
 54.797, 50.391, 10.559
x,y,z
 0.349, -0.949, 0.064
 0.793, 0.244, 0.793
 54.797, 50.391, 10.559
x,y,z
 0.349, -0.949, 0.064
 0.793, 0.244, 0.793
 54.797, 50.391, 10.559
x,y,z
 0.350, -0.950, 0.063
 0.793, 0.122, 0.793
 54.797, 50.391, 10.559
x,y,z
 0.350, -0.950, 0.063
 0.793, 0.122, 0.793
 54.797, 50.391, 10.559
x,y,z
 0.349, -0.949, 0.064
 0.854, 0.000, 0.671
 54.797, 50.391, 10.645
x,y,z
 0.349, -0.949, 0.064
 0.854, 0.000, 0.671
 54.797, 50.391, 10.645
x,y,z
 0.349, -0.949, 0.064
 0.854, 0.000, 0.671
 54.797, 50.391, 10.645
x,y,z
 0.350, -0.949, 0.064
 0.854, -0.061, 0.732
 54.797, 50.391, 10.645
x,y,z
 0.350, -0.949, 0.064
 0.854, -0.061, 0.732
 54.797, 50.391, 10.645
x,y,z
 0.350, -0.949, 0.065
 0.671, -0.061, 0.671
 54.797, 50.391, 10.645
x,y,z
 0.350, -0.949, 0.065
 0.671, -0.061, 0.671
 54.797, 50.391, 10.645
x,y,z
 0.349, -0.948, 0.064
 0.854, -0.122, 0.549
 54.797, 50.391, 10.645
x,y,z
 0.349, -0.948, 0.064
 0.854, -0.122, 0.549
 54.797, 50.391, 10.645
x,y,z
 0.350, -0.949, 0.062
 0.854, -0.305, 0.427
 54.797, 50.391, 10.645
x,y,z
 0.350, -0.949, 0.062
 0.854, -0.305, 0.427
 54.797, 50.391, 10.645
x,y,z
 0.350, -0.949, 0.062
 0.854, -0.305, 0.427
 54.797, 50.391, 10.645
x,y,z
 0.348, -0.950, 0.063
 0.854, -0.427, 0.427
 54.797, 50.391, 10.645
x,y,z
 0.348, -0.950, 0.063
 0.854, -0.427, 0.427
 54.797, 50.391, 10.645
x,y,z
 0.348, -0.948, 0.063
 0.732, -0.305, 0.427
 54.822, 50.244, 9.521
x,y,z
 0.348, -0.948, 0.063
 0.732, -0.305, 0.427
 54.822, 50.244, 9.521
x,y,z
 0.348, -0.948, 0.062
 0.671, -0.061, 0.610
 54.822, 50.244, 9.521
x,y,z
 0.348, -0.948, 0.062
 0.671, -0.061, 0.610
 54.822, 50.244, 9.521
x,y,z
 0.348, -0.950, 0.064
 0.610, 0.061, 0.671
 54.822, 50.244, 9.521
x,y,z
 0.348, -0.950, 0.064
 0.610, 0.061, 0.671
 54.822, 50.244, 9.521
x,y,z
 0.348, -0.950, 0.064
 0.610, 0.061, 0.671
 54.822, 50.244, 9.521
x,y,z
 0.347, -0.949, 0.062
 0.488, 0.122, 0.854
 54.822, 50.244, 9.521
x,y,z
 0.347, -0.949, 0.062
 0.488, 0.122, 0.854
 54.822, 50.244, 9.521
x,y,z
 0.347, -0.949, 0.064
 0.427, 0.244, 0.732
 54.822, 50.244, 9.521
x,y,z
 0.347, -0.949, 0.064
 0.427, 0.244, 0.732
 54.822, 50.244, 9.521
x,y,z
 0.347, -0.950, 0.065
 0.305, 0.427, 0.916
 54.822, 50.244, 9.521
x,y,z
 0.347, -0.950, 0.065
 0.305, 0.427, 0.916
 54.822, 50.244, 9.521
x,y,z
 0.347, -0.950, 0.065
 0.305, 0.244, 0.854
 54.773, 50.684, 9.937
x,y,z
 0.348, -0.950, 0.065
 0.305, 0.244, 0.854
 54.773, 50.684, 9.937
x,y,z
 0.348, -0.950, 0.065
 0.305, 0.244, 0.854
 54.773, 50.684, 9.937
x,y,z
 0.347, -0.948, 0.063
 0.366, 0.183, 1.038
 54.773, 50.684, 9.937
x,y,z
 0.347, -0.948, 0.063
 0.366, 0.183, 1.038
 54.773, 50.684, 9.937
x,y,z
 0.348, -0.949, 0.066
 0.427, 0.305, 1.160
 54.773, 50.684, 9.937
x,y,z
 0.348, -0.949, 0.066
 0.427, 0.305, 1.160
 54.773, 50.684, 9.937
x,y,z
 0.347, -0.949, 0.064
 0.549, 0.427, 1.343
 54.773, 50.684, 9.937
x,y,z
 0.347, -0.949, 0.064
 0.549, 0.427, 1.343
 54.773, 50.684, 9.937
x,y,z
 0.347, -0.949, 0.064
 0.610, 0.610, 1.465
 54.773, 50.684, 9.937
x,y,z
 0.350, -0.949, 0.063
 0.610, 0.610, 1.465
 54.773, 50.684, 9.937
x,y,z
 0.350, -0.949, 0.063
 0.610, 0.610, 1.465
 54.773, 50.684, 9.937
x,y,z
 0.346, -0.950, 0.062
 0.671, 0.793, 1.526
 54.773, 50.684, 9.937
x,y,z
 0.346, -0.950, 0.062
 0.671, 0.793, 1.526
 54.309, 50.696, 11.133
x,y,z
 0.345, -0.952, 0.062
 0.305, 1.038, 1.709
 54.309, 50.696, 11.133
x,y,z
 0.345, -0.952, 0.062
 0.305, 1.038, 1.709
 54.309, 50.696, 11.133
x,y,z
 0.348, -0.951, 0.065
 0.061, 1.221, 2.197
 54.309, 50.696, 11.133
x,y,z
 0.348, -0.951, 0.065
 0.061, 1.221, 2.197
 54.309, 50.696, 11.133
x,y,z
 0.348, -0.951, 0.065
 0.305, 1.343, 2.319
 54.309, 50.696, 11.133
x,y,z
 0.346, -0.949, 0.066
 0.305, 1.343, 2.319
 54.309, 50.696, 11.133
x,y,z
 0.346, -0.949, 0.066
 0.305, 1.343, 2.319
 54.309, 50.696, 11.133
x,y,z
 0.351, -0.948, 0.070
 0.122, 1.465, 2.625
 54.309, 50.696, 11.133
x,y,z
 0.351, -0.948, 0.070
 0.122, 1.465, 2.625
 54.309, 50.696, 11.133
x,y,z
 0.350, -0.948, 0.066
 0.488, 1.465, 2.625
 54.309, 50.696, 11.133
x,y,z
 0.350, -0.948, 0.066
 0.488, 1.465, 2.625
 54.309, 50.696, 11.133
x,y,z
 0.352, -0.949, 0.068
 0.549, 1.404, 2.563
 54.309, 50.696, 11.133
x,y,z
 0.352, -0.949, 0.068
 0.549, 1.404, 2.563
 54.504, 50.305, 10.266
x,y,z
 0.352, -0.949, 0.068
 0.610, 1.160, 2.441
 54.504, 50.305, 10.266
x,y,z
 0.352, -0.947, 0.071
 0.610, 1.160, 2.441
 54.504, 50.305, 10.266
x,y,z
 0.352, -0.947, 0.071
 0.610, 1.160, 2.441
 54.504, 50.305, 10.266
x,y,z
 0.357, -0.948, 0.068
 0.732, 0.916, 2.075
 54.504, 50.305, 10.266
x,y,z
 0.357, -0.948, 0.068
 0.732, 0.916, 2.075
 54.504, 50.305, 10.266
x,y,z
 0.355, -0.947, 0.064
 0.977, 0.549, 1.831
 54.504, 50.305, 10.266
x,y,z
 0.355, -0.947, 0.064
 0.977, 0.549, 1.831
 54.504, 50.305, 10.266
x,y,z
 0.356, -0.947, 0.062
 1.038, 0.244, 1.587
 54.504, 50.305, 10.266
x,y,z
 0.356, -0.947, 0.062
 1.038, 0.244, 1.587
 54.504, 50.305, 10.266
x,y,z
 0.356, -0.947, 0.062
 1.099, 0.061, 1.160
 54.504, 50.305, 10.266
x,y,z
 0.358, -0.947, 0.062
 1.099, 0.061, 1.160
 54.504, 50.305, 10.266
x,y,z
 0.358, -0.947, 0.062
 1.099, 0.061, 1.160
 54.504, 50.305, 10.266
x,y,z
 0.357, -0.947, 0.060
 1.038, -0.244, 0.732
 54.077, 50.159, 9.949
x,y,z
 0.357, -0.947, 0.060
 1.038, -0.244, 0.732
 54.077, 50.159, 9.949
x,y,z
 0.355, -0.948, 0.060
 0.610, -0.549, 0.427
 54.077, 50.159, 9.949
x,y,z
 0.355, -0.948, 0.060
 0.610, -0.549, 0.427
 54.077, 50.159, 9.949
x,y,z
 0.352, -0.949, 0.064
 0.488, -0.549, 0.000
 54.077, 50.159, 9.949
x,y,z
 0.352, -0.949, 0.064
 0.488, -0.549, 0.000
 54.077, 50.159, 9.949
x,y,z
 0.352, -0.949, 0.064
 0.488, -0.549, 0.000
 54.077, 50.159, 9.949
x,y,z
 0.353, -0.949, 0.064
 0.366, -0.488, 0.061
 54.077, 50.159, 9.949
x,y,z
 0.353, -0.949, 0.064
 0.366, -0.488, 0.061
 54.077, 50.159, 9.949
x,y,z
 0.351, -0.948, 0.066
 0.244, -0.488, -0.061
 54.077, 50.159, 9.949
x,y,z
 0.351, -0.948, 0.066
 0.244, -0.488, -0.061
 54.077, 50.159, 9.949
x,y,z
 0.350, -0.948, 0.068
 0.122, -0.244, 0.122
 54.077, 50.159, 9.949
x,y,z
 0.350, -0.948, 0.068
 0.122, -0.244, 0.122
 54.077, 50.159, 9.949
x,y,z
 0.350, -0.948, 0.068
 0.122, -0.244, 0.061
 54.077, 50.159, 9.949
x,y,z
 0.351, -0.947, 0.067
 0.122, -0.244, 0.061
 54.639, 50.647, 10.095
x,y,z
 0.351, -0.947, 0.067
 0.122, -0.244, 0.061
 54.639, 50.647, 10.095
x,y,z
 0.351, -0.946, 0.069
 0.183, -0.244, 0.061
 54.639, 50.647, 10.095
x,y,z
 0.351, -0.946, 0.069
 0.183, -0.244, 0.061
 54.639, 50.647, 10.095
x,y,z
 0.350, -0.948, 0.072
 0.488, -0.366, -0.061
 54.639, 50.647, 10.095
x,y,z
 0.350, -0.948, 0.072
 0.488, -0.366, -0.061
 54.639, 50.647, 10.095
x,y,z
 0.351, -0.947, 0.069
 0.793, -0.488, -0.122
 54.639, 50.647, 10.095
x,y,z
 0.351, -0.947, 0.069
 0.793, -0.488, -0.122
 54.639, 50.647, 10.095
x,y,z
 0.351, -0.947, 0.069
 0.793, -0.488, -0.122
 54.639, 50.647, 10.095
x,y,z
 0.352, -0.948, 0.068
 0.793, -0.610, -0.183
 54.639, 50.647, 10.095
x,y,z
 0.352, -0.948, 0.068
 0.793, -0.610, -0.183
 54.639, 50.647, 10.095
x,y,z
 0.351, -0.947, 0.067
 1.038, -0.793, -0.244
 54.639, 50.647, 10.095
x,y,z
 0.351, -0.947, 0.067
 1.038, -0.793, -0.244
 54.639, 50.647, 10.095
x,y,z
 0.354, -0.946, 0.068
 1.099, -0.854, -0.244
 54.810, 50.391, 10.474
x,y,z
 0.354, -0.946, 0.068
 1.099, -0.854, -0.244
 54.810, 50.391, 10.474
x,y,z
 0.354, -0.946, 0.068
 1.099, -0.916, -0.488
 54.810, 50.391, 10.474
x,y,z
 0.352, -0.948, 0.069
 1.099, -0.916, -0.488
 54.810, 50.391, 10.474
x,y,z
 0.352, -0.948, 0.069
 1.099, -0.916, -0.488
 54.810, 50.391, 10.474
x,y,z
 0.351, -0.949, 0.068
 1.587, -1.038, -0.793
 54.810, 50.391, 10.474
x,y,z
 0.351, -0.949, 0.068
 1.587, -1.038, -0.793
 54.810, 50.391, 10.474
x,y,z
 0.349, -0.951, 0.066
 1.831, -1.160, -0.793
 54.810, 50.391, 10.474
x,y,z
 0.349, -0.951, 0.066
 1.831, -1.160, -0.793
 54.810, 50.391, 10.474
x,y,z
 0.348, -0.949, 0.063
 1.526, -1.099, -0.549
 54.810, 50.391, 10.474
x,y,z
 0.348, -0.949, 0.063
 1.526, -1.099, -0.549
 54.810, 50.391, 10.474
x,y,z
 0.348, -0.949, 0.063
 1.465, -0.854, -0.366
 54.810, 50.391, 10.474
x,y,z
 0.345, -0.950, 0.065
 1.465, -0.854, -0.366
 54.810, 50.391, 10.474
x,y,z
 0.345, -0.950, 0.065
 1.465, -0.854, -0.366
 54.443, 50.281, 10.156
x,y,z
 0.348, -0.952, 0.063
 1.160, -0.610, -0.183
 54.443, 50.281, 10.156
x,y,z
 0.348, -0.952, 0.063
 1.160, -0.610, -0.183
 54.443, 50.281, 10.156
x,y,z
 0.345, -0.949, 0.064
 0.977, -0.183, -0.061
 54.443, 50.281, 10.156
x,y,z
 0.345, -0.949, 0.064
 0.977, -0.183, -0.061
 54.443, 50.281, 10.156
x,y,z
 0.347, -0.949, 0.066
 0.854, 0.183, 0.427
 54.443, 50.281, 10.156
x,y,z
 0.347, -0.949, 0.066
 0.854, 0.183, 0.427
 54.443, 50.281, 10.156
x,y,z
 0.347, -0.949, 0.066
 0.977, 0.183, 0.549
 54.443, 50.281, 10.156
x,y,z
 0.347, -0.948, 0.068
 0.977, 0.183, 0.549
 54.443, 50.281, 10.156
x,y,z
 0.347, -0.948, 0.068
 0.977, 0.183, 0.549
 54.443, 50.281, 10.156
x,y,z
 0.348, -0.948, 0.069
 0.977, 0.244, 0.549
 54.443, 50.281, 10.156
x,y,z
 0.348, -0.948, 0.069
 0.977, 0.244, 0.549
 54.443, 50.281, 10.156
x,y,z
 0.348, -0.949, 0.069
 0.977, 0.061, 0.610
 54.443, 50.281, 10.156
x,y,z
 0.348, -0.949, 0.069
 0.977, 0.061, 0.610
 55.115, 50.256, 10.010
x,y,z
 0.349, -0.948, 0.065
 1.160, 0.000, 0.610
 55.115, 50.256, 10.010
x,y,z
 0.349, -0.948, 0.065
 1.160, 0.000, 0.610
 55.115, 50.256, 10.010
x,y,z
 0.349, -0.948, 0.065
 1.160, 0.000, 0.610
 55.115, 50.256, 10.010
x,y,z
 0.350, -0.949, 0.069
 1.282, -0.183, 0.488
 55.115, 50.256, 10.010
x,y,z
 0.350, -0.949, 0.069
 1.282, -0.183, 0.488
 55.115, 50.256, 10.010
x,y,z
 0.350, -0.948, 0.066
 1.404, -0.244, 0.488
 55.115, 50.256, 10.010
x,y,z
 0.350, -0.948, 0.066
 1.404, -0.244, 0.488
 55.115, 50.256, 10.010
x,y,z
 0.349, -0.950, 0.063
 1.282, -0.366, 0.244
 55.115, 50.256, 10.010
x,y,z
 0.349, -0.950, 0.063
 1.282, -0.366, 0.244
 55.115, 50.256, 10.010
x,y,z
 0.349, -0.950, 0.063
 1.221, -0.305, 0.244
 55.115, 50.256, 10.010
x,y,z
 0.349, -0.949, 0.062
 1.221, -0.305, 0.244
 55.115, 50.256, 10.010
x,y,z
 0.349, -0.949, 0.062
 1.221, -0.305, 0.244
 55.115, 50.256, 10.010
x,y,z
 0.347, -0.948, 0.062
 1.160, -0.183, 0.366
 55.115, 50.281, 10.059
x,y,z
 0.347, -0.948, 0.062
 1.160, -0.183, 0.366
 55.054, 50.281, 10.059
x,y,z
 0.348, -0.949, 0.063
 0.916, -0.122, 0.305
 55.054, 50.281, 10.059
x,y,z
 0.348, -0.949, 0.063
 0.916, -0.122, 0.305
 55.054, 50.281, 10.059
x,y,z
 0.347, -0.950, 0.064
 0.793, -0.061, 0.488
 55.054, 50.281, 10.059
x,y,z
 0.347, -0.950, 0.064
 0.793, -0.061, 0.488
 55.054, 50.281, 10.059
x,y,z
 0.347, -0.950, 0.064
 0.793, -0.061, 0.488
 55.054, 50.281, 10.059
x,y,z
 0.348, -0.950, 0.065
 0.793, 0.366, 0.732
 55.054, 50.281, 10.059
x,y,z
 0.348, -0.950, 0.065
 0.793, 0.366, 0.732
 55.054, 50.281, 10.059
x,y,z
 0.347, -0.950, 0.066
 0.610, 0.549, 0.854
 55.054, 50.281, 10.059
x,y,z
 0.347, -0.950, 0.066
 0.610, 0.549, 0.854
 55.054, 50.281, 10.059
x,y,z
 0.347, -0.949, 0.065
 0.610, 0.488, 1.038
 55.054, 50.281, 10.059
x,y,z
 0.347, -0.949, 0.065
 0.610, 0.488, 1.038
 55.054, 50.281, 10.059
x,y,z
 0.347, -0.949, 0.065
 0.732, 0.671, 1.221
 55.054, 50.281, 10.059
x,y,z
 0.348, -0.949, 0.065
 0.732, 0.671, 1.221
 54.724, 50.500, 10.461
x,y,z
 0.348, -0.949, 0.065
 0.732, 0.671, 1.221
 54.724, 50.500, 10.461
x,y,z
 0.348, -0.948, 0.066
 0.427, 0.671, 1.282
 54.724, 50.500, 10.461
x,y,z
 0.348, -0.948, 0.066
 0.427, 0.671, 1.282
 54.724, 50.500, 10.461
x,y,z
 0.350, -0.949, 0.066
 0.366, 0.671, 1.221
 54.724, 50.500, 10.461
x,y,z
 0.350, -0.949, 0.066
 0.366, 0.671, 1.221
 54.724, 50.500, 10.461
x,y,z
 0.351, -0.949, 0.068
 0.671, 0.793, 1.282
 54.724, 50.500, 10.461
x,y,z
 0.351, -0.949, 0.068
 0.671, 0.793, 1.282
 54.724, 50.500, 10.461
x,y,z
 0.351, -0.949, 0.068
 0.549, 0.732, 1.160
 54.724, 50.500, 10.461
x,y,z
 0.351, -0.948, 0.069
 0.549, 0.732, 1.160
 54.724, 50.500, 10.461
x,y,z
 0.351, -0.948, 0.069
 0.549, 0.732, 1.160
 54.724, 50.500, 10.461
x,y,z
 0.351, -0.948, 0.068
 0.671, 0.366, 1.038
 54.724, 50.500, 10.461
x,y,z
 0.351, -0.948, 0.068
 0.671, 0.366, 1.038
 54.724, 50.500, 10.461
x,y,z
 0.353, -0.949, 0.070
 1.038, 0.061, 0.854
 54.456, 50.146, 9.326
x,y,z
 0.353, -0.949, 0.070
 1.038, 0.061, 0.854
 54.456, 50.146, 9.326
x,y,z
 0.350, -0.948, 0.070
 1.221, -0.183, 0.488
 54.456, 50.146, 9.326
x,y,z
 0.350, -0.948, 0.070
 1.221, -0.183, 0.488
 54.456, 50.146, 9.326
x,y,z
 0.350, -0.948, 0.070
 1.282, -0.366, 0.305
 54.456, 50.146, 9.326
x,y,z
 0.351, -0.949, 0.067
 1.282, -0.366, 0.305
 54.456, 50.146, 9.326
x,y,z
 0.351, -0.949, 0.067
 1.282, -0.366, 0.305
 54.456, 50.146, 9.326
x,y,z
 0.350, -0.950, 0.067
 1.526, -0.488, 0.244
 54.456, 50.146, 9.326
x,y,z
 0.350, -0.950, 0.067
 1.526, -0.488, 0.244
 54.456, 50.146, 9.326
x,y,z
 0.350, -0.949, 0.065
 1.526, -0.488, 0.122
 54.456, 50.146, 9.326
x,y,z
 0.350, -0.949, 0.065
