0.17456;0.12708;-1.01514
4.08936;-4.94385;-0.97656
0.14807;0.12915;-1.01770
4.94385;-5.73730;2.07520
0.13879;0.13623;-1.00830
5.24902;-6.65283;6.22559
0.14417;0.16260;-0.96716
2.86865;-5.49316;6.34766
0.11597;0.13123;-0.98962
2.38037;-3.78418;3.84521
0.15454;0.13770;-0.99878
0.54932;-3.72314;2.80762
0.11267;0.13855;-0.99512
1.28174;-2.74658;3.60107
0.21838;0.17065;-1.06335
3.05176;-6.22559;8.48389
0.23840;0.15283;-1.11621
1.46484;-15.13672;-0.61035
0.20288;0.18152;-1.07837
2.38037;-15.01465;6.53076
0.18457;0.10645;-1.00342
-5.00488;-14.28223;5.79834
0.07031;0.12610;-0.92004
-9.88770;-21.24023;2.92969
-0.06250;0.07971;-0.89844
-8.72803;-16.29639;2.13623
-0.11646;0.12415;-0.86121
-3.17383;-10.55908;0.18311
-0.13428;0.06750;-0.91699
0.36621;-6.22559;-3.11279
-0.11951;0.11499;-0.90588
4.63867;2.56348;2.50244
-0.07336;0.07727;-0.95044
3.17383;11.10840;5.18799
-0.01892;0.21216;-0.91150
1.22070;14.83154;2.07520
0.10901;0.08459;-0.96252
6.65283;14.70947;-6.16455
0.07434;0.12476;-0.93774
5.67627;11.41357;-10.68115
0.16516;0.16272;-1.09277
8.36182;4.82178;-19.47021
0.17920;0.06360;-1.03320
4.15039;7.14111;-9.94873
0.11072;0.04785;-1.04590
-0.06104;10.19287;-6.22559
0.17908;0.13660;-1.02295
1.15967;17.76123;1.34277
0.12988;0.17236;-0.99353
-3.96729;13.97705;-2.68555
0.19592;0.10999;-1.03076
-3.90625;15.56396;1.77002
0.18652;0.21277;-1.00085
-4.21143;7.56836;-5.00488
0.11707;0.10303;-1.02356
-3.96729;4.88281;-1.40381
0.13684;0.13513;-0.98364
-2.92969;1.89209;3.60107
0.14331;0.10254;-0.97668
-2.19727;-2.01416;-0.73242
0.13196;0.13586;-1.00049
1.22070;-1.34277;-0.91553
0.14990;0.13232;-1.02698
3.17383;-1.64795;-2.44141
0.18774;0.15564;-1.06873
