x, y, z
-0.67139;-0.12207;0.79346
-0.24414;-0.36621;1.03760
-0.42725;0.79346;2.13623
-1.34277;0.48828;0.79346
-0.61035;-0.24414;1.09863
-0.18311;-1.58691;0.67139
-0.36621;-1.46484;0.61035
1.03760;-2.86865;0.06104
1.83105;-1.64795;1.64795
4.45557;-1.15967;1.83105
6.28662;-4.33350;7.87354
6.22559;-9.52148;10.19287
1.95312;-11.65771;7.81250
-0.24414;-13.06152;5.85938
-4.21143;-6.46973;14.89258
-8.66699;-10.19287;6.83594
-8.36182;-9.94873;-1.52588
-3.47900;-9.27734;-5.61523
0.18311;-5.92041;-1.34277
0.91553;-6.16455;0.00000
-1.46484;-6.40869;-1.46484
0.30518;-3.90625;3.23486
0.36621;-0.42725;2.74658
0.91553;-0.67139;-0.73242
2.50244;-0.30518;-0.54932
0.54932;0.30518;-2.80762
1.46484;0.18311;-1.52588
0.97656;0.00000;-2.13623
0.73242;-0.12207;-0.30518
0.48828;0.79346;-1.89209
0.67139;2.50244;-1.09863
-0.97656;8.11768;-2.62451
-0.73242;17.94434;-4.15039
3.23486;25.57373;4.39453
0.42725;21.66748;-16.66260
6.34766;13.54980;14.03809
-1.52588;7.62939;-7.62939
-5.06592;8.60596;-6.83594
0.85449;6.04248;3.78418
0.61035;8.48389;3.23486
1.89209;6.95801;1.15967
0.54932;2.01416;-1.70898
5.98145;-6.34766;6.83594
4.39453;-8.11768;8.66699
2.13623;-6.10352;7.20215
1.89209;-3.84521;4.94385
1.09863;-5.12695;2.62451
-1.28174;-4.33350;-0.12207
-1.40381;-4.57764;2.38037
-0.97656;-5.00488;1.34277
0.30518;-3.72314;4.08936
-0.61035;-4.15039;2.68555
0.30518;-4.82178;2.25830
-0.00000;-5.79834;2.44141
-0.61035;-5.73730;-1.46484
0.91553;-5.18799;-1.03760
0.73242;-3.90625;-5.37109
1.03760;-2.62451;-3.84521
-0.24414;-0.61035;-3.41797
-0.73242;6.28662;-1.15967
-3.66211;16.29639;-2.13623
9.03320;34.05762;-14.09912
8.78906;14.16016;11.53564
-1.64795;25.20752;-39.67285
4.69971;11.04736;-14.34326
-12.02393;4.45557;-14.89258
2.01416;6.89697;14.77051
4.02832;5.18799;12.87842
3.41797;2.62451;9.27734
1.95312;-2.99072;1.40381
-0.24414;-5.92041;-0.30518
0.91553;-4.69971;3.78418
1.95312;-4.76074;4.02832
-1.34277;-4.27246;0.00000
0.73242;-3.72314;6.28662
0.06104;-4.02832;3.35693
-0.30518;-4.94385;5.79834
-0.54932;-5.49316;4.45557
-1.22070;-7.44629;-0.24414
-2.07520;-7.62939;-0.48828
-3.78418;-11.23047;-0.97656
-0.97656;-7.01904;0.79346
-0.85449;-7.14111;-2.13623
0.73242;-4.88281;1.15967
0.73242;-2.56348;-1.52588
0.85449;-1.15967;-0.79346
1.03760;1.46484;-2.01416
0.79346;4.45557;2.01416
-4.15039;14.83154;-0.91553
3.17383;22.88818;3.17383
-3.29590;36.62109;-16.72363
-1.95312;24.65820;-14.89258
6.10352;18.18848;2.62451
-16.90674;5.92041;5.43213
-0.85449;-3.23486;-13.91602
7.08008;3.66211;9.52148
5.00488;-1.46484;5.73730
1.34277;-8.97217;-4.88281
4.33350;-13.06152;2.50244
-0.36621;-9.52148;9.88770
-2.92969;-3.84521;4.63867
-1.09863;-3.54004;3.47900
-0.61035;-3.66211;5.18799
-1.09863;-6.22559;0.79346
-3.66211;-10.86426;1.83105
-5.73730;-20.56885;0.12207
-2.99072;-26.24512;-3.60107
-0.48828;-20.32471;-6.95801
0.79346;-9.21631;-1.58691
0.91553;2.07520;-1.28174
1.77002;7.14111;-2.07520
-0.73242;4.39453;0.48828
0.91553;4.21143;1.46484
0.73242;9.33838;-3.41797
-0.12207;15.50293;7.81250
-4.57764;21.91162;-4.27246
1.70898;21.78955;18.85986
-3.47900;25.93994;-10.80322
-1.34277;4.33350;15.99121
-0.54932;18.85986;-18.73779
-4.94385;9.82666;2.38037
-4.76074;10.49805;-13.97705
2.99072;-5.12695;-6.59180
8.91113;-7.81250;1.70898
4.02832;-2.07520;7.50732
0.91553;-3.29590;9.70459
-0.73242;-4.82178;-1.77002
0.79346;-4.63867;7.20215
-0.12207;-4.88281;4.45557
-0.79346;-6.46973;4.08936
0.06104;-6.53076;5.18799
-0.00000;-10.31494;4.08936
-1.22070;-13.00049;-4.27246
-0.18311;-9.58252;-3.54004
0.73242;-5.85938;3.11279
-1.52588;-6.65283;-0.61035
0.73242;-5.92041;-1.58691
1.52588;-3.29590;-2.62451
0.79346;-0.79346;-2.68555
0.42725;6.53076;-3.11279
0.30518;10.55908;-0.61035
-0.54932;13.24463;7.08008
-0.67139;18.37158;-11.65771
3.35693;18.79883;8.72803
-0.85449;26.30615;-14.46533
-2.62451;8.30078;12.81738
-1.83105;20.38574;-25.75684
10.68115;1.09863;11.16943
-17.15088;2.38037;-1.95312
3.54004;-1.89209;-5.12695
7.01904;-4.21143;4.51660
4.57764;-4.33350;7.08008
1.28174;-4.15039;0.42725
-0.12207;-3.29590;2.31934
-2.19727;-5.43213;3.66211
-2.62451;-9.58252;4.27246
-1.52588;-12.20703;5.49316
-4.63867;-16.72363;4.94385
-3.47900;-20.38574;3.90625
-3.11279;-13.91602;-3.11279
-1.46484;-10.74219;-6.77490
3.11279;-2.13623;-1.15967
-0.73242;0.91553;-3.72314
0.67139;2.62451;1.03760
0.42725;1.09863;-1.22070
-0.24414;-0.91553;-3.05176
1.95312;3.47900;0.18311
0.67139;5.61523;1.95312
-1.09863;12.08496;-2.44141
-0.30518;21.78955;7.38525
1.28174;33.26416;9.94873
-0.67139;38.33008;13.85498
1.03760;26.18408;12.45117
-3.90625;11.77979;-26.30615
27.89307;14.09912;1.52588
-27.64893;-5.67627;-15.07568
4.45557;-2.44141;-6.10352
10.68115;1.22070;6.83594
2.62451;-3.17383;-1.70898
2.38037;-4.76074;-4.15039
3.29590;-7.50732;1.52588
0.48828;-9.52148;-3.47900
-1.52588;-6.53076;7.75146
-2.86865;-8.66699;4.15039
0.48828;-13.18359;4.94385
-1.15967;-15.31982;5.79834
-0.79346;-15.62500;4.21143
-1.09863;-10.07080;-1.52588
-1.70898;-0.42725;0.30518
0.67139;2.74658;4.57764
-0.36621;2.44141;0.06104
1.34277;-0.54932;2.56348
-0.06104;-2.44141;-5.61523
2.19727;0.18311;-2.99072
0.79346;1.15967;0.12207
0.06104;1.28174;-3.54004
0.06104;1.95312;-1.15967
0.48828;6.04248;1.64795
-4.82178;16.29639;-5.55420
0.67139;29.35791;7.93457
7.56836;45.89844;13.67188
-1.77002;11.90186;-7.32422
-3.90625;6.22559;-22.09473
-2.99072;7.08008;7.01904
-4.21143;5.92041;3.90625
-1.89209;-0.85449;-2.86865
8.91113;2.13623;4.82178
2.62451;-1.40381;-0.61035
1.52588;-2.07520;-3.35693
1.58691;0.18311;2.86865
0.73242;-3.84521;-2.31934
2.38037;-7.62939;-0.30518
1.52588;-7.50732;-2.38037
-0.36621;-11.29150;1.70898
-3.78418;-11.53564;9.21631
-6.40869;-18.49365;8.48389
-2.31934;-18.00537;0.97656
0.24414;-10.19287;-0.30518
0.48828;-0.67139;-4.45557
-0.79346;0.91553;1.34277
0.67139;1.28174;0.79346
1.64795;0.54932;-0.79346
-0.06104;1.46484;-3.23486
0.91553;2.80762;-0.97656
1.46484;4.76074;2.99072
-0.12207;3.47900;-0.42725
-2.44141;7.01904;-4.51660
1.40381;17.70020;-5.12695
-4.94385;21.85059;-12.39014
7.93457;19.34814;9.94873
-0.36621;11.77979;4.45557
-2.74658;14.34326;-29.54102
4.08936;8.54492;10.55908
-11.47461;5.61523;-1.28174
1.52588;-1.03760;-5.31006
6.28662;7.14111;5.92041
-1.22070;4.51660;1.46484
1.77002;-2.44141;-2.50244
3.05176;-0.67139;1.22070
2.38037;-3.11279;-2.07520
2.44141;-4.69971;-0.54932
3.35693;-7.56836;3.11279
2.25830;-7.01904;4.69971
-1.22070;-7.20215;0.85449
-1.09863;-8.11768;6.10352
