x, y, z
 0.305, 0.244, 0.854
 0.305, 0.244, 0.854
 0.366, 0.183, 1.038
 0.366, 0.183, 1.038
 0.427, 0.305, 1.160
 0.427, 0.305, 1.160
 0.549, 0.427, 1.343
 0.549, 0.427, 1.343
 0.610, 0.610, 1.465
 0.610, 0.610, 1.465
 0.610, 0.610, 1.465
 0.671, 0.793, 1.526
 0.671, 0.793, 1.526
 0.305, 1.038, 1.709
 0.305, 1.038, 1.709
 0.061, 1.221, 2.197
 0.061, 1.221, 2.197
 0.305, 1.343, 2.319
 0.305, 1.343, 2.319
 0.305, 1.343, 2.319
 0.122, 1.465, 2.625
 0.122, 1.465, 2.625
 0.488, 1.465, 2.625
 0.488, 1.465, 2.625
 0.549, 1.404, 2.563
 0.549, 1.404, 2.563
 0.610, 1.160, 2.441
 0.610, 1.160, 2.441
 0.610, 1.160, 2.441
 0.732, 0.916, 2.075
 0.732, 0.916, 2.075
 0.977, 0.549, 1.831
 0.977, 0.549, 1.831
 1.038, 0.244, 1.587
 1.038, 0.244, 1.587
 1.099, 0.061, 1.160
 1.099, 0.061, 1.160
 1.099, 0.061, 1.160
 1.038, -0.244, 0.732
 1.038, -0.244, 0.732
 0.610, -0.549, 0.427
 0.610, -0.549, 0.427
 0.488, -0.549, 0.000
 0.488, -0.549, 0.000
 0.488, -0.549, 0.000
 0.366, -0.488, 0.061
 0.366, -0.488, 0.061
 0.244, -0.488, -0.061
 0.244, -0.488, -0.061
 0.122, -0.244, 0.122
 0.122, -0.244, 0.122
 0.122, -0.244, 0.061
 0.122, -0.244, 0.061
 0.122, -0.244, 0.061
 0.183, -0.244, 0.061
 0.183, -0.244, 0.061
 0.488, -0.366, -0.061
 0.488, -0.366, -0.061
 0.793, -0.488, -0.122
 0.793, -0.488, -0.122
 0.793, -0.488, -0.122
 0.793, -0.610, -0.183
 0.793, -0.610, -0.183
 1.038, -0.793, -0.244
 1.038, -0.793, -0.244
 1.099, -0.854, -0.244
 1.099, -0.854, -0.244
 1.099, -0.916, -0.488
 1.099, -0.916, -0.488
 1.099, -0.916, -0.488
 1.587, -1.038, -0.793
 1.587, -1.038, -0.793
 1.831, -1.160, -0.793
 1.831, -1.160, -0.793
 1.526, -1.099, -0.549
 1.526, -1.099, -0.549
 1.465, -0.854, -0.366
 1.465, -0.854, -0.366
 1.465, -0.854, -0.366
 1.160, -0.610, -0.183
 1.160, -0.610, -0.183
 0.977, -0.183, -0.061
 0.977, -0.183, -0.061
 0.854, 0.183, 0.427
 0.854, 0.183, 0.427
 0.977, 0.183, 0.549
 0.977, 0.183, 0.549
 0.977, 0.183, 0.549
 0.977, 0.244, 0.549
 0.977, 0.244, 0.549
 0.977, 0.061, 0.610
 0.977, 0.061, 0.610
 1.160, 0.000, 0.610
 1.160, 0.000, 0.610
 1.160, 0.000, 0.610
 1.282, -0.183, 0.488
 1.282, -0.183, 0.488
 1.404, -0.244, 0.488
 1.404, -0.244, 0.488
 1.282, -0.366, 0.244
 1.282, -0.366, 0.244
 1.221, -0.305, 0.244
 1.221, -0.305, 0.244
 1.221, -0.305, 0.244
 1.160, -0.183, 0.366
 1.160, -0.183, 0.366
 0.916, -0.122, 0.305
 0.916, -0.122, 0.305
 0.793, -0.061, 0.488
 0.793, -0.061, 0.488
 0.793, -0.061, 0.488
 0.793, 0.366, 0.732
 0.793, 0.366, 0.732
 0.610, 0.549, 0.854
 0.610, 0.549, 0.854
 0.610, 0.488, 1.038
 0.610, 0.488, 1.038
 0.732, 0.671, 1.221
 0.732, 0.671, 1.221
 0.732, 0.671, 1.221
 0.427, 0.671, 1.282
 0.427, 0.671, 1.282
 0.366, 0.671, 1.221
 0.366, 0.671, 1.221
 0.671, 0.793, 1.282
 0.671, 0.793, 1.282
 0.549, 0.732, 1.160
 0.549, 0.732, 1.160
 0.549, 0.732, 1.160
 0.671, 0.366, 1.038
 0.671, 0.366, 1.038
 1.038, 0.061, 0.854
 1.038, 0.061, 0.854
 1.221, -0.183, 0.488
 1.221, -0.183, 0.488
 1.282, -0.366, 0.305
 1.282, -0.366, 0.305
 1.282, -0.366, 0.305
 1.526, -0.488, 0.244
 1.526, -0.488, 0.244
 1.526, -0.488, 0.122
 1.526, -0.488, 0.122
 1.465, -0.549, 0.061
 1.465, -0.549, 0.061
 1.282, -0.488, -0.061
 1.282, -0.488, -0.061
 1.282, -0.488, -0.061
 0.977, -0.244, -0.183
 0.977, -0.244, -0.183
 1.038, 0.000, -0.122
 1.038, 0.000, -0.122
 1.038, -0.061, -0.244
 1.038, -0.061, -0.244
 1.038, -0.061, -0.244
 1.038, 0.061, -0.122
 1.038, 0.061, -0.122
 1.038, -0.061, -0.183
 1.038, -0.061, -0.183
 1.160, 0.122, -0.244
 1.160, 0.122, -0.244
 1.160, 0.122, -0.244
 1.160, -0.061, -0.244
 1.160, -0.061, -0.244
 1.404, 0.183, -0.183
 1.404, 0.183, -0.183
 1.526, 0.305, -0.122
 1.526, 0.305, -0.122
 1.526, 0.427, 0.183
 1.526, 0.427, 0.183
 1.526, 0.427, 0.183
 1.587, 0.549, 0.366
 1.587, 0.549, 0.366
 1.648, 0.610, 0.488
 1.648, 0.610, 0.488
 1.343, 0.610, 0.671
 1.343, 0.610, 0.671
 1.587, 0.732, 0.793
 1.587, 0.732, 0.793
 1.587, 0.732, 0.793
 1.648, 0.610, 0.854
 1.648, 0.610, 0.854
 1.709, 0.549, 1.099
 1.709, 0.549, 1.099
 1.648, 0.610, 0.977
 1.648, 0.610, 0.977
 1.526, 0.549, 1.099
 1.526, 0.549, 1.099
 1.526, 0.549, 1.099
 1.465, 0.793, 1.160
 1.465, 0.793, 1.160
 1.343, 0.854, 1.282
 1.343, 0.854, 1.282
 1.099, 0.854, 1.282
 1.099, 0.854, 1.282
 1.221, 0.671, 1.221
 1.221, 0.671, 1.221
 1.221, 0.671, 1.221
 1.221, 0.671, 1.160
 1.221, 0.671, 1.160
 1.221, 0.610, 1.099
 1.221, 0.610, 1.099
 1.282, 0.610, 0.977
 1.282, 0.610, 0.977
 1.282, 0.610, 0.977
 1.404, 0.488, 0.916
 1.404, 0.488, 0.916
 1.526, 0.488, 0.854
 1.526, 0.488, 0.854
 1.526, 0.183, 0.732
 1.526, 0.183, 0.732
 1.526, 0.183, 0.732
 1.709, 0.122, 0.732
 1.709, 0.122, 0.732
 1.770, -0.061, 0.427
 1.770, -0.061, 0.427
 1.953, -0.244, 0.488
 1.953, -0.244, 0.488
 2.258, -0.305, 0.549
 2.258, -0.305, 0.549
 2.258, -0.305, 0.549
 2.319, -0.366, 0.427
 2.319, -0.366, 0.427
 2.197, -0.244, 0.305
 2.197, -0.244, 0.305
 2.136, -0.244, 0.305
 2.136, -0.244, 0.305
 1.953, -0.305, 0.244
 1.953, -0.305, 0.244
 1.953, -0.305, 0.244
 2.136, -0.305, 0.183
 2.136, -0.305, 0.183
 2.258, -0.488, 0.122
 2.258, -0.488, 0.122
 2.319, -0.549, 0.122
 2.319, -0.549, 0.122
 2.319, -0.793, -0.183
 2.319, -0.793, -0.183
 2.319, -0.793, -0.183
 2.441, -0.732, -0.244
 2.441, -0.732, -0.244
 2.502, -0.854, -0.610
 2.502, -0.854, -0.610
 2.869, -1.099, -0.610
 2.869, -1.099, -0.610
 2.808, -0.977, -0.305
 2.808, -0.977, -0.305
 2.808, -0.977, -0.305
 3.052, -1.160, -0.366
 3.052, -1.160, -0.366
 3.052, -1.221, -0.427
 3.052, -1.221, -0.427
 2.869, -1.099, -0.183
 2.869, -1.099, -0.183
 2.563, -1.160, -0.061
 2.563, -1.160, -0.061
 2.563, -1.160, -0.061
 2.319, -0.916, 0.366
 2.319, -0.916, 0.366
 1.892, -0.549, 0.610
 1.892, -0.549, 0.610
 1.709, -0.366, 0.793
 1.709, -0.366, 0.793
 2.014, -0.427, 0.732
 2.014, -0.427, 0.732
 2.014, -0.427, 0.732
 2.380, -0.854, 0.000
 2.380, -0.854, 0.000
 2.808, -1.038, -0.366
 2.808, -1.038, -0.366
 2.869, -1.099, -0.427
 2.869, -1.099, -0.427
 2.869, -1.099, -0.427
 2.808, -0.916, -0.488
 2.808, -0.916, -0.488
 2.747, -0.854, -0.244
 2.747, -0.854, -0.244
 2.380, -0.610, 0.000
 2.380, -0.610, 0.000
 2.380, -0.610, 0.000
 2.075, -0.366, 0.244
 2.075, -0.366, 0.244
 1.831, -0.122, 0.305
 1.831, -0.122, 0.305
 1.648, -0.061, 0.305
 1.648, -0.061, 0.305
 1.465, -0.122, 0.244
 1.465, -0.122, 0.244
 1.465, -0.122, 0.244
 1.404, -0.305, 0.305
 1.404, -0.305, 0.305
 1.526, -0.488, 0.183
 1.526, -0.488, 0.183
 1.587, -0.488, -0.183
 1.587, -0.488, -0.183
 1.770, -0.427, -0.366
 1.770, -0.427, -0.366
 1.770, -0.427, -0.366
 1.831, -0.549, -0.305
 1.831, -0.549, -0.305
 1.831, -0.488, -0.122
 1.831, -0.488, -0.122
 2.075, -0.427, -0.061
 2.075, -0.427, -0.061
 1.892, -0.183, 0.244
 1.892, -0.183, 0.244
 1.892, -0.183, 0.244
 1.770, -0.244, 0.427
 1.770, -0.244, 0.427
 1.709, -0.061, 0.427
 1.709, -0.061, 0.427
 1.892, 0.061, 0.610
 1.892, 0.061, 0.610
 1.892, 0.061, 0.610
 1.831, 0.183, 0.671
 1.831, 0.183, 0.671
 1.892, 0.244, 0.793
 1.892, 0.244, 0.793
 1.831, 0.183, 0.854
 1.831, 0.183, 0.854
 1.709, 0.061, 0.671
 1.709, 0.061, 0.671
 1.709, 0.061, 0.671
 1.831, 0.061, 0.732
 1.831, 0.061, 0.732
 1.892, 0.000, 0.793
 1.892, 0.000, 0.793
 1.892, -0.122, 0.793
 1.892, -0.122, 0.793
 1.892, -0.122, 0.793
 2.014, -0.122, 0.793
 2.014, -0.122, 0.793
 1.953, -0.061, 0.793
 1.953, -0.061, 0.793
 1.770, -0.122, 0.854
 1.770, -0.122, 0.854
 1.770, -0.122, 0.854
 1.648, -0.183, 0.854
 1.648, -0.183, 0.854
 1.770, -0.061, 1.221
 1.770, -0.061, 1.221
 1.709, -0.122, 1.099
 1.709, -0.122, 1.099
 1.648, -0.061, 0.977
 1.648, -0.061, 0.977
 1.648, -0.061, 0.977
 1.587, -0.061, 0.916
 1.587, -0.061, 0.916
 1.648, -0.183, 0.732
 1.648, -0.183, 0.732
 1.709, -0.366, 0.854
 1.709, -0.366, 0.854
 1.709, -0.366, 0.854
 1.648, -0.610, 0.610
 1.648, -0.610, 0.610
 1.587, -0.549, 0.488
 1.587, -0.549, 0.488
 1.526, -0.427, 0.366
 1.526, -0.427, 0.366
 1.282, -0.427, 0.549
 1.282, -0.427, 0.549
 1.282, -0.427, 0.549
 1.160, -0.305, 0.610
 1.160, -0.305, 0.610
 1.038, -0.183, 0.610
 1.038, -0.183, 0.610
 1.160, -0.183, 0.549
 1.160, -0.183, 0.549
 1.160, -0.122, 0.427
 1.160, -0.122, 0.427
 1.160, -0.122, 0.427
 1.099, -0.183, 0.427
 1.099, -0.183, 0.427
 0.854, -0.061, 0.488
 0.854, -0.061, 0.488
 1.099, 0.061, 0.671
 1.099, 0.061, 0.671
 0.916, 0.000, 0.610
 0.916, 0.000, 0.610
 0.916, 0.000, 0.610
 1.038, 0.000, 0.732
 1.038, 0.000, 0.732
 1.038, -0.183, 0.793
 1.038, -0.183, 0.793
 1.038, 0.000, 0.732
 1.038, 0.000, 0.732
 1.038, 0.000, 0.732
 0.916, 0.061, 0.671
 0.916, 0.061, 0.671
 1.099, 0.061, 0.671
 1.099, 0.061, 0.671
 1.038, -0.061, 0.793
 1.038, -0.061, 0.793
 0.854, 0.122, 0.854
 0.854, 0.122, 0.854
 0.854, 0.122, 0.854
 0.793, 0.183, 0.793
 0.793, 0.183, 0.793
 0.610, 0.366, 1.099
 0.610, 0.366, 1.099
 0.488, 0.305, 1.038
 0.488, 0.305, 1.038
 0.427, 0.488, 1.099
 0.427, 0.488, 1.099
 0.427, 0.488, 1.099
 0.549, 0.488, 1.099
 0.549, 0.488, 1.099
 0.549, 0.549, 1.282
 0.549, 0.549, 1.282
 0.610, 0.488, 1.160
 0.610, 0.488, 1.160
 0.610, 0.488, 1.160
 0.488, 0.305, 1.099
 0.488, 0.305, 1.099
 0.549, 0.183, 0.916
 0.549, 0.183, 0.916
 0.793, 0.183, 0.854
 0.793, 0.183, 0.854
 0.793, 0.305, 0.732
 0.793, 0.305, 0.732
 0.793, 0.305, 0.732
 0.610, 0.366, 0.610
 0.610, 0.366, 0.610
 0.549, 0.488, 0.671
 0.549, 0.488, 0.671
 0.244, 0.305, 0.549
 0.244, 0.305, 0.549
 0.244, 0.305, 0.549
 0.244, 0.305, 0.549
 0.244, 0.305, 0.549
 0.549, 0.244, 0.427
 0.549, 0.244, 0.427
 0.366, 0.244, 0.427
 0.366, 0.244, 0.427
 0.610, 0.122, 0.305
 0.610, 0.122, 0.305
 0.854, 0.000, 0.305
 0.854, 0.000, 0.305
 0.854, 0.000, 0.305
 0.671, -0.061, 0.427
 0.671, -0.061, 0.427
 0.732, 0.061, 0.305
 0.732, 0.061, 0.305
 0.610, 0.122, 0.244
 0.610, 0.122, 0.244
 0.610, 0.122, 0.244
 0.610, 0.000, 0.183
 0.610, 0.000, 0.183
 0.610, -0.061, 0.244
 0.610, -0.061, 0.244
 0.610, 0.061, 0.305
 0.610, 0.061, 0.305
 0.427, 0.244, 0.244
 0.427, 0.244, 0.244
 0.427, 0.244, 0.244
 0.427, 0.305, 0.183
 0.427, 0.305, 0.183
 0.488, 0.000, 0.122
 0.488, 0.000, 0.122
 0.366, -0.183, 0.122
 0.366, -0.183, 0.122
 0.366, -0.183, 0.122
 0.488, -0.183, 0.061
 0.488, -0.183, 0.061
 0.549, -0.427, 0.000
 0.549, -0.427, 0.000
 0.549, -0.732, 0.183
 0.549, -0.732, 0.183
 0.549, -0.732, 0.183
 0.916, -2.136, 0.122
 0.916, -2.136, 0.122
 1.221, -4.395, -0.488
 1.221, -4.395, -0.488
 1.770, -6.348, -1.770
 1.770, -6.348, -1.770
 2.197, -7.446, -2.686
 2.197, -7.446, -2.686
 2.197, -7.446, -2.686
 2.319, -8.240, -3.418
 2.319, -8.240, -3.418
 2.258, -9.277, -3.723
 2.258, -9.277, -3.723
 2.686, -12.085, -4.578
 2.686, -12.085, -4.578
 2.380, -14.099, -5.920
 2.380, -14.099, -5.920
 2.380, -14.099, -5.920
 1.282, -13.000, -6.592
 1.282, -13.000, -6.592
 0.183, -11.230, -6.714
 0.183, -11.230, -6.714
 -0.610, -9.216, -7.629
 -0.610, -9.216, -7.629
 -1.282, -8.240, -8.789
 -1.282, -8.240, -8.789
 -1.282, -8.240, -8.789
 -1.526, -7.935, -10.498
 -1.526, -7.935, -10.498
 -1.465, -7.751, -11.963
 -1.465, -7.751, -11.963
 -1.221, -7.874, -13.245
 -1.221, -7.874, -13.245
 -0.732, -8.606, -13.977
 -0.732, -8.606, -13.977
 -0.732, -8.606, -13.977
 -0.366, -9.094, -14.160
 -0.366, -9.094, -14.160
 0.183, -9.644, -14.771
 0.183, -9.644, -14.771
 0.488, -9.766, -15.137
 0.488, -9.766, -15.137
 1.099, -9.949, -15.747
 1.099, -9.949, -15.747
 1.099, -9.949, -15.747
 1.831, -9.766, -16.174
 1.831, -9.766, -16.174
 2.197, -9.705, -15.747
 2.197, -9.705, -15.747
 1.953, -9.460, -14.709
 1.953, -9.460, -14.709
 1.953, -9.460, -14.709
 2.197, -8.789, -13.855
 2.197, -8.789, -13.855
 2.502, -8.240, -13.123
 2.502, -8.240, -13.123
 2.747, -7.568, -11.963
 2.747, -7.568, -11.963
 2.747, -7.141, -11.414
 2.747, -7.141, -11.414
 2.747, -7.141, -11.414
 2.686, -6.836, -10.681
 2.686, -6.836, -10.681
 2.869, -6.653, -10.071
 2.869, -6.653, -10.071
 3.174, -7.141, -10.315
 3.174, -7.141, -10.315
 3.113, -7.507, -10.010
 3.113, -7.507, -10.010
 3.113, -7.507, -10.010
 2.747, -7.263, -9.338
 2.747, -7.263, -9.338
 2.625, -6.958, -9.521
 2.625, -6.958, -9.521
 2.380, -6.714, -10.376
 2.380, -6.714, -10.376
 2.075, -6.104, -10.864
 2.075, -6.104, -10.864
 2.075, -6.104, -10.864
 2.380, -6.104, -11.108
 2.380, -6.104, -11.108
 2.808, -7.141, -10.559
 2.808, -7.141, -10.559
 2.991, -8.179, -9.399
 2.991, -8.179, -9.399
 2.991, -8.667, -8.667
 2.991, -8.667, -8.667
 2.991, -8.667, -8.667
 3.235, -9.155, -8.606
 3.235, -9.155, -8.606
 3.235, -9.155, -8.179
 3.235, -9.155, -8.179
 2.747, -8.667, -6.836
 2.747, -8.667, -6.836
 2.319, -7.751, -4.822
 2.319, -7.751, -4.822
 2.319, -7.751, -4.822
 1.465, -5.981, -2.136
 1.465, -5.981, -2.136
 1.038, -3.906, -5.310
 1.038, -3.906, -5.310
 2.563, -5.066, -13.489
 2.563, -5.066, -13.489
 2.441, -4.944, -16.296
 2.441, -4.944, -16.296
 2.441, -4.944, -16.296
 1.160, -4.517, -13.428
 1.160, -4.517, -13.428
 0.183, -4.028, -10.193
 0.183, -4.028, -10.193
 -1.221, -3.174, -8.850
 -1.221, -3.174, -8.850
 -2.197, -2.441, -9.460
 -2.197, -2.441, -9.460
 -2.197, -2.441, -9.460
 -3.174, -1.404, -10.071
 -3.174, -1.404, -10.071
 -5.188, -0.183, -12.329
 -5.188, -0.183, -12.329
 -7.141, 1.770, -16.663
 -7.141, 1.770, -16.663
 -8.728, 3.845, -21.301
 -8.728, 3.845, -21.301
 -8.728, 3.845, -21.301
 -10.620, 6.104, -26.245
 -10.620, 6.104, -26.245
 -13.000, 9.277, -32.471
 -13.000, 9.277, -32.471
 -14.709, 10.071, -38.757
 -14.709, 10.071, -38.757
 -14.709, 10.071, -38.757
 -15.198, 10.437, -43.579
 -15.198, 10.437, -43.579
 -13.184, 10.193, -48.523
 -13.184, 10.193, -48.523
 -12.024, 11.963, -50.415
 -12.024, 11.963, -50.415
 -10.681, 15.198, -51.453
 -10.681, 15.198, -51.453
 -10.681, 15.198, -51.453
 -9.888, 19.897, -52.612
 -9.888, 19.897, -52.612
 -9.644, 19.104, -51.880
 -9.644, 19.104, -51.880
 -9.521, 13.672, -47.791
 -9.521, 13.672, -47.791
 -8.911, 8.911, -44.678
 -8.911, 8.911, -44.678
 -8.911, 8.911, -44.678
 -8.118, 6.104, -43.457
 -8.118, 6.104, -43.457
 -7.385, 5.737, -43.152
 -7.385, 5.737, -43.152
 -6.836, 7.446, -43.274
 -6.836, 7.446, -43.274
 -6.409, 9.460, -43.396
 -6.409, 9.460, -43.396
 -6.409, 9.460, -43.396
 -5.371, 13.855, -41.321
 -5.371, 13.855, -41.321
 -3.540, 17.700, -38.574
 -3.540, 17.700, -38.574
 -2.686, 19.958, -37.964
 -2.686, 19.958, -37.964
 -1.831, 18.616, -37.598
 -1.831, 18.616, -37.598
 -1.831, 18.616, -37.598
 -0.427, 13.672, -39.062
 -0.427, 13.672, -39.062
 0.000, 8.240, -40.466
 0.000, 8.240, -40.466
 -1.587, 4.089, -41.504
 -1.587, 4.089, -41.504
 -3.845, 1.526, -43.457
 -3.845, 1.526, -43.457
 -3.845, 1.526, -43.457
 -4.089, -0.061, -44.983
 -4.089, -0.061, -44.983
 -3.845, -1.404, -45.715
 -3.845, -1.404, -45.715
 -3.906, -3.113, -46.082
 -3.906, -3.113, -46.082
 -3.906, -3.113, -46.082
 -2.319, -5.859, -45.044
 -2.319, -5.859, -45.044
 -0.366, -9.583, -43.701
 -0.366, -9.583, -43.701
 0.549, -11.963, -41.931
 0.549, -11.963, -41.931
 0.549, -11.963, -41.931
 0.305, -12.451, -40.588
 0.305, -12.451, -40.588
 -0.061, -12.390, -39.124
 -0.061, -12.390, -39.124
 0.427, -12.634, -37.170
 0.427, -12.634, -37.170
 0.305, -11.414, -34.790
 0.305, -11.414, -34.790
 0.305, -11.414, -34.790
 -1.160, -10.254, -32.837
 -1.160, -10.254, -32.837
 -2.197, -9.888, -31.250
 -2.197, -9.888, -31.250
 -2.075, -10.498, -30.334
 -2.075, -10.498, -30.334
 -0.732, -11.475, -28.870
 -0.732, -11.475, -28.870
 -0.732, -11.475, -28.870
 0.061, -12.695, -27.344
 0.061, -12.695, -27.344
 1.648, -15.015, -26.001
 1.648, -15.015, -26.001
 3.357, -17.029, -24.719
 3.357, -17.029, -24.719
 3.113, -15.076, -23.682
 3.113, -15.076, -23.682
 3.113, -15.076, -23.682
 1.282, -11.780, -24.353
 1.282, -11.780, -24.353
 -0.061, -8.667, -27.100
 -0.061, -8.667, -27.100
 -0.061, -5.615, -26.001
 -0.061, -5.615, -26.001
 0.122, -2.930, -23.560
 0.122, -2.930, -23.560
 0.122, -2.930, -23.560
 0.000, -1.282, -21.179
 0.000, -1.282, -21.179
 -0.977, -0.610, -19.165
 -0.977, -0.610, -19.165
 -1.343, -1.099, -17.029
 -1.343, -1.099, -17.029
 -1.343, -1.099, -17.029
 -1.099, -1.953, -14.465
 -1.099, -1.953, -14.465
 -1.587, -2.258, -13.428
 -1.587, -2.258, -13.428
 -1.099, -2.991, -13.123
 -1.099, -2.991, -13.123
 0.366, -4.517, -12.451
 0.366, -4.517, -12.451
 0.366, -4.517, -12.451
 1.343, -4.761, -10.559
 1.343, -4.761, -10.559
 2.014, -4.639, -8.728
 2.014, -4.639, -8.728
 1.953, -4.211, -7.019
 1.953, -4.211, -7.019
 1.953, -4.211, -7.019
 0.183, -1.343, -5.493
 0.183, -1.343, -5.493
 0.061, 0.977, -3.662
 0.061, 0.977, -3.662
 -0.183, 3.418, -2.380
 -0.183, 3.418, -2.380
 0.000, 6.348, -1.099
 0.000, 6.348, -1.099
 0.000, 6.348, -1.099
 1.404, 7.507, 0.366
 1.404, 7.507, 0.366
 1.770, 8.240, 1.038
 1.770, 8.240, 1.038
 1.770, 9.216, 2.319
 1.770, 9.216, 2.319
 1.770, 9.216, 2.319
 1.892, 8.484, 3.418
 1.892, 8.484, 3.418
 1.831, 7.263, 3.540
 1.831, 7.263, 3.540
 1.160, 6.348, 3.845
 1.160, 6.348, 3.845
 0.916, 5.432, 4.150
 0.916, 5.432, 4.150
 0.916, 5.432, 4.150
 0.916, 3.845, 4.272
 0.916, 3.845, 4.272
 0.366, 2.441, 4.578
 0.366, 2.441, 4.578
 -0.916, 2.502, 4.700
 -0.916, 2.502, 4.700
 -1.587, 2.686, 5.127
 -1.587, 2.686, 5.127
 -1.587, 2.686, 5.127
 -1.709, 3.723, 5.432
 -1.709, 3.723, 5.432
 -1.282, 4.211, 5.249
 -1.282, 4.211, 5.249
 -1.526, 4.150, 5.188
 -1.526, 4.150, 5.188
 -1.526, 4.150, 5.188
 -2.380, 4.944, 6.165
 -2.380, 4.944, 6.165
 -4.089, 6.104, 7.935
 -4.089, 6.104, 7.935
 -5.249, 7.385, 9.277
 -5.249, 7.385, 9.277
 -5.371, 8.728, 9.766
 -5.371, 8.728, 9.766
 -5.371, 8.728, 9.766
 -4.211, 8.728, 9.888
 -4.211, 8.728, 9.888
 -2.502, 5.920, 9.766
 -2.502, 5.920, 9.766
 -1.465, 3.967, 10.071
 -1.465, 3.967, 10.071
 -1.160, 3.967, 9.705
 -1.160, 3.967, 9.705
 -1.160, 3.967, 9.705
 -1.709, 3.784, 8.728
 -1.709, 3.784, 8.728
 -1.831, 3.723, 7.507
 -1.831, 3.723, 7.507
 -1.221, 3.418, 5.798
 -1.221, 3.418, 5.798
 -1.160, 3.479, 4.639
 -1.160, 3.479, 4.639
 -1.160, 3.479, 4.639
 -1.770, 3.845, 3.174
 -1.770, 3.845, 3.174
 -2.136, 4.150, 2.014
